NAME,AMW,ATDF,BOVM,BUR,CBO,CC,CM,CRIX,DAC,DIT,FANOUT,FDP,GREEDY,LOCC,NAS,NDU,NOA,NOAM,NOD,NOM,NOPA,TCC,WMC,WOC,acsm,is_brain
WhitespaceManagementPosition,1.75,2,0,1.0,2,2,3,0.0,1,1,2,2,0,30,1,0,1,2,0,4,0,0.0,7,0.33,1,0
DestinationData,1.0,1,0,1.0,1,3,3,0.0,1,1,1,1,0,85,0,0,3,4,0,8,0,0.0,8,0.33,0.02463254703322511,False
OffDocumentExtensionAttachment,1.0,0,0,1.0,1,3,3,0.0,1,0,1,0,0,28,0,0,1,2,0,4,0,0.0,4,0.33,0.11999999999999997,False
Destination,1.25,0,4,0.08,1,1,1,0.0,1,1,1,0,0,66,0,0,2,4,0,8,0,0.0,10,0.33,0.06961364427427784,False
Leader,3.0,0,0,0.0,1,5,5,0.0,0,3,7,0,0,93,2,0,3,4,0,7,0,0.0,21,0.33,0.250666383923912,False
Container,1.25,0,1,0.0,0,2,2,0.0,1,2,0,0,0,46,0,0,3,2,0,4,0,0.0,5,0.33,0.06757144885001523,False
PagesMode,1.75,0,0,1.0,0,0,0,0.0,1,0,0,0,0,47,0,0,4,1,0,4,0,0.0,7,0.33,0.04705570397407497,False
PDFICCStream,1.17,0,1,0.33,2,7,11,0.0,1,3,2,0,0,62,0,0,2,2,0,6,0,0.1,7,0.33,0.16327413912295405,False
NullFilter,0.75,0,0,1.0,0,0,0,0.0,0,1,0,0,0,25,0,0,0,2,2,4,0,0.0,3,0.33,0.09876543209876543,False
PDFLink,3.0,2,2,0.25,3,2,4,0.0,1,1,4,2,0,127,0,0,9,2,0,6,0,0.3,18,0.33,0.09853940587986304,False
EncryptionFilter,1.25,2,0,1.0,2,0,0,0.0,1,1,6,1,0,46,0,0,2,2,0,4,0,0.0,5,0.33,1,0
Resolver,1.2,0,0,1.0,0,1,2,0.0,1,0,0,0,0,23,0,0,3,2,1,5,0,0.0,6,0.33,1,0
ChainedGlyphSequenceRule,1.0,0,1,1.0,0,1,2,0.0,1,2,0,0,0,44,0,0,2,2,0,4,0,0.0,4,0.33,1,0
ChainedClassSequenceRule,1.0,0,1,1.0,0,1,2,0.0,1,2,0,0,0,44,0,0,2,2,0,4,0,0.0,4,0.33,1,0
ChainedCoverageSequenceRule,1.0,0,1,1.0,0,1,2,0.0,1,2,0,0,0,44,0,0,2,2,0,4,0,0.0,4,0.33,1,0
GDEFLookupType,3.67,0,0,1.0,0,0,0,0.0,0,0,0,0,0,50,0,0,4,0,0,3,0,0.0,11,0.33,1,0
IndicScriptProcessor,1.73,2,4,1.0,9,0,0,0.0,1,2,13,2,0,543,1,5,11,7,5,22,0,0.0,38,0.33,0.20898261617658118,False
SVGElementMapping,1.4,0,2,0.67,0,0,0,0.0,0,1,0,0,0,74,0,0,3,1,0,5,0,0.0,7,0.33,0.07494916542613628,False
AFMCharMetrics,1.19,2,0,1.0,1,5,13,0.0,1,0,3,1,0,138,0,0,5,10,0,16,0,0.0,19,0.33,0.528418858004778,False
FontDict,0.86,3,0,1.0,2,3,7,0.5,2,1,4,2,0,35,2,0,3,4,1,7,0,0.0,6,0.33,1,0
FontSubstitution,1.0,0,0,1.0,0,1,1,0.0,1,0,0,0,0,37,0,0,2,2,0,4,0,0.0,4,0.33,0.15259878464970475,False
ImageConverterG2D2SVG,1.0,0,0,1.0,1,0,0,0.0,0,1,1,0,0,49,0,0,0,2,0,3,0,0.0,3,0.33,1,0
ImageConverterSVG2G2D,1.8,4,0,1.0,4,0,0,0.0,0,1,4,4,0,110,0,0,1,2,0,5,0,0.0,9,0.33,0.013098145875814078,False
ImageConverterWMF2G2D,1.0,1,0,1.0,1,0,0,0.0,0,1,1,1,0,66,0,0,1,2,0,3,0,0.0,3,0.33,1,0
CompressedObjectReference,1.0,0,0,1.0,1,3,3,0.0,1,0,1,0,0,38,0,0,3,2,0,4,0,0.0,4,0.33,0.2419678674280476,False
AFPPageOverlay,1.29,0,0,0.75,0,2,2,0.0,0,1,0,0,0,74,2,0,5,4,0,7,0,0.0,9,0.33,0.11111111111111123,False
Java2DRenderingSettings,1.0,0,0,1.0,0,3,4,0.0,0,0,0,0,0,30,0,0,1,2,1,3,0,0.0,3,0.33,0.12119312659464865,False
PNGDocumentHandler,1.0,0,0,1.0,2,0,0,0.0,0,3,2,0,0,23,0,0,0,2,0,4,0,0.0,4,0.33,1,False
TIFFDocumentHandler,1.0,0,0,1.0,2,0,0,0.0,0,3,2,0,0,22,0,0,0,2,0,4,0,0.0,4,0.33,1,False
Link,1.0,0,0,1.0,0,3,3,0.0,1,0,0,0,0,40,0,0,2,2,0,4,0,0.0,4,0.33,0.19444760220783966,False
PCLSoftFont,1.27,1,0,1.0,2,5,10,0.0,3,0,2,1,0,129,0,0,11,14,0,22,0,0.01,28,0.33,0.8075279663381543,False
AbstractPDFExtensionElement,1.2,0,2,0.0,0,0,0,0.0,1,1,0,0,0,46,0,0,1,2,13,5,0,0.0,6,0.33,0.09876543209876562,False
FormatPNG,0.75,0,3,1.0,1,0,0,0.0,0,1,1,0,0,16,0,0,0,2,0,4,0,0.0,3,0.33,1,0
FormatJPG,0.75,0,3,1.0,1,0,0,0.0,0,1,1,0,0,16,0,0,0,2,0,4,0,0.0,3,0.33,1,0
FormatEMF,0.75,0,3,1.0,1,0,0,0.0,0,1,1,0,0,16,0,0,0,2,0,4,0,0.0,3,0.33,1,0
RtfString,1.0,0,0,0.12,1,1,1,0.0,0,1,2,0,0,35,0,0,1,2,0,5,0,0.17,5,0.33,0.04205576934583094,False
AbstractBorderElement,2.14,1,0,1.0,2,1,2,0.0,1,0,4,1,0,117,3,0,5,2,3,7,0,0.0,15,0.33,0.013049469375892303,False
DummyTableColumnsInfo,0.86,0,0,1.0,0,0,0,0.0,0,0,0,0,0,29,0,0,0,4,0,7,0,0.0,6,0.33,0.5289256198347135,False
BitmapImage,1.04,0,0,1.0,1,2,2,2.0,5,0,2,0,0,203,1,0,11,15,0,23,0,0.0,24,0.32,0.32674037313895465,False
ImageContent,1.84,5,3,0.75,4,2,10,2.0,4,2,10,2,1000,297,5,0,13,7,0,19,0,0.01,35,0.31,0.3145107921609598,False
Root,1.75,2,2,0.0,5,22,29,0.0,7,2,7,1,0,352,6,0,14,20,0,32,0,0.02,56,0.31,0.6329557276072764,False
Inline,2.25,3,0,1.0,4,2,2,2.5,1,4,7,1,1000,135,0,0,7,7,1,12,0,0.0,27,0.3,0.03596187077371962,False
RuleStyle,1.4,0,0,1.0,0,0,0,0.0,4,1,0,0,0,72,3,0,11,0,0,5,0,0.0,7,0.3,0.25,False
CommandLineOptions,5.59,48,0,1.0,23,2,4,5.5,3,0,57,19,110,1549,0,0,37,8,0,63,0,0.05,352,0.3,0.6750241894197231,False
AFPPageSetup,1.91,0,0,0.75,1,3,5,2.0,0,1,1,0,0,143,3,0,8,7,1,11,0,0.0,21,0.3,0.14222555407897824,False
PDFEmbeddedFileAttachment,1.54,0,1,1.0,1,5,5,2.0,0,1,1,0,0,145,3,0,9,8,0,13,0,0.0,20,0.3,1.2668681098444567,False
BasicLink,1.58,3,0,1.0,5,4,4,2.0,2,4,10,1,0,187,2,0,10,12,0,19,0,0.01,30,0.29,0.2789313149412724,False
MultiCase,1.56,2,1,0.07,2,0,0,2.0,0,2,3,1,0,79,0,0,3,5,0,9,0,0.0,14,0.29,0.12100733821113187,False
PageableRenderer,2.75,2,0,0.06,6,0,0,0.0,2,4,6,2,0,176,1,0,7,2,1,8,0,0.0,22,0.29,0.09607646915128625,False
Anchor,1.33,0,0,1.0,1,4,4,2.0,1,0,1,0,0,111,0,0,5,5,1,12,0,0.05,16,0.29,1,0
XMPMetadata,1.0,0,0,1.0,0,3,3,2.0,0,0,0,0,0,62,2,0,4,4,0,8,0,0.0,8,0.29,0.07991292511830347,False
KnuthInlineBox,1.0,0,0,1.0,0,6,8,2.0,3,3,0,0,0,62,2,0,3,5,0,8,0,0.0,8,0.29,0.08204623032510912,False
GlyphMapping,4.83,0,0,1.0,6,2,8,1.5,2,0,25,0,0,328,0,0,15,0,0,12,13,0.02,58,0.28,0.2141265271798912,False
PDFCIDFont,2.07,0,2,0.38,4,0,0,2.0,5,1,7,0,0,288,0,0,10,8,0,15,0,0.05,31,0.27,0.4009113572098993,False
AFPInfo,1.0,3,0,1.0,3,4,4,2.0,5,0,7,2,0,281,0,0,10,19,0,27,0,0.0,27,0.26,0.11804701121827668,False
FlateFilter,1.67,0,0,1.0,2,2,4,2.0,0,1,3,0,0,185,3,0,12,6,0,12,0,0.0,20,0.26,0.12534217631428346,False
Interval,3.0,0,0,1.0,0,0,0,2.0,0,0,0,0,0,24,0,0,3,0,0,2,3,1.0,6,0.25,1,0
Hyphen,2.33,0,0,1.0,0,0,0,2.0,0,0,0,0,0,54,0,0,4,0,0,3,3,1.0,7,0.25,0.1772853185595568,False
LineBreakStatus,6.67,0,0,1.0,1,2,2,0.0,0,0,2,0,0,200,0,0,8,0,0,3,0,0.0,20,0.25,0.14521906734507029,False
FOElementMapping,1.25,0,2,0.67,63,0,0,0.0,0,1,63,0,0,515,0,0,2,1,0,4,0,0.0,5,0.25,0.08000000000000021,False
ExtensionElementMapping,1.5,0,2,0.67,2,0,0,0.0,0,1,2,0,0,94,0,0,3,1,0,4,0,0.33,6,0.25,0.025688603299339568,False
ListItem,1.79,2,2,0.14,4,4,13,2.0,6,2,8,1,0,180,0,0,10,12,0,19,0,0.0,34,0.25,0.1388922684145115,False
MultiToggle,1.6,0,0,0.07,2,0,0,2.0,1,2,2,0,0,61,0,0,2,2,0,5,1,0.0,8,0.25,0.03625052827972182,False
AFPGraphicsObjectInfo,0.89,2,1,1.0,1,6,6,2.0,1,1,2,1,0,79,1,0,3,6,0,9,0,0.0,8,0.25,0.3429371001305424,False
Tile,1.57,0,3,0.75,5,2,3,2.0,4,2,5,0,0,149,1,0,8,6,0,14,0,0.0,22,0.25,1.0330578512396698,False
PresentationSpaceResetMixingTriplet,1.0,0,0,1.0,0,0,0,0.0,0,2,0,0,0,38,0,0,3,1,0,3,0,0.0,3,0.25,0.06019604299289123,False
EmbedFontInfo,1.16,2,0,1.0,1,10,14,2.0,1,0,2,1,0,201,0,0,12,12,0,19,0,0.04,22,0.25,0.2640563930598267,False
UnencodedCharacter,1.0,0,0,1.0,1,2,5,2.0,1,0,1,0,0,30,0,0,3,3,0,5,0,0.0,5,0.25,1,0
BookmarkTree,1.57,1,2,0.07,1,1,1,2.0,0,2,1,1,0,62,0,0,1,3,0,7,0,0.0,11,0.25,0.057872937008337864,False
EmptyMappingTable,1.0,0,4,1.0,0,0,0,2.0,0,1,0,0,0,30,0,0,0,3,3,6,0,0.0,6,0.25,1,0
PairValues,2.2,0,0,1.0,0,2,2,2.0,1,0,0,0,0,68,0,0,3,3,0,5,0,0.0,11,0.25,1,0
LigatureSet,1.67,2,0,1.0,2,1,1,2.0,1,0,2,2,0,63,0,0,2,3,0,6,0,0.0,10,0.25,1,0
AFMFile,1.59,5,0,1.0,3,8,16,2.5,0,0,11,2,110,467,0,0,20,30,0,41,0,0.01,65,0.25,0.9297205007162276,False
PDFImageHandlerRawCCITTFax,1.4,0,0,1.0,1,0,0,2.0,0,1,1,0,0,33,0,0,1,3,0,5,0,0.0,7,0.25,1,0
PDFImageHandlerRawJPEG,1.4,0,0,1.0,1,0,0,2.0,0,1,1,0,0,33,0,0,1,3,0,5,0,0.0,7,0.25,1,0
PDFImageHandlerRawPNG,1.4,0,0,1.0,1,0,0,2.0,0,1,1,0,0,31,0,0,1,3,0,5,0,0.0,7,0.25,1,0
PDFImageHandlerRenderedImage,1.4,0,0,1.0,1,0,0,2.0,0,1,1,0,0,34,0,0,1,3,0,5,0,0.0,7,0.25,0.02777777777777779,False
PCLFontSegment,1.17,0,0,1.0,0,2,3,2.0,0,0,0,0,0,41,0,0,3,3,0,6,0,0.0,7,0.25,0.10710303030303032,False
RtfPageNumberCitation,1.4,0,2,0.33,3,0,0,0.0,0,2,3,0,0,77,0,0,4,0,0,5,0,0.0,7,0.25,0.01055899487783427,False
RtfPageNumber,1.2,0,2,0.33,3,0,0,0.0,0,2,3,0,0,68,0,0,3,0,0,5,0,0.0,6,0.25,0.023880160521078966,False
RtfExtraRowSet,2.3,2,2,0.67,4,0,0,0.0,1,2,11,2,0,272,0,0,4,2,0,10,0,0.14,23,0.25,0.02084949604712015,False
TxtRendererConfig,1.0,0,0,1.0,0,3,3,2.0,1,0,0,0,0,63,1,0,4,3,0,6,0,0.0,6,0.25,0.2222222222222219,False
TaskDef,1.5,0,0,1.0,2,1,1,2.0,0,0,3,0,0,53,0,0,4,3,0,6,0,0.0,9,0.25,1,0
AFPDataObjectInfo,1.12,2,0,1.0,2,17,34,2.0,2,0,5,1,0,260,0,0,11,18,2,25,0,0.09,28,0.24,0.5020689409404178,False
FontType,3.0,0,0,1.0,0,3,3,0.0,1,0,0,0,0,117,0,0,10,2,0,6,0,0.1,18,0.23,0.14877581388456065,False
BorderStyle,1.4,0,0,1.0,0,0,0,0.0,4,1,0,0,0,80,3,0,14,0,0,5,0,0.0,7,0.23,0.25,False
ColorEncoder,6.43,1,0,1.0,1,1,1,0.5,1,0,2,1,0,231,0,0,17,0,0,7,10,0.2,45,0.23,1,0
PageNumber,1.23,4,1,0.07,7,2,5,2.5,7,2,14,1,1000,183,0,0,11,14,0,22,0,0.0,27,0.22,0.011971397480475396,False
ExternalGraphic,1.27,3,0,1.0,8,3,3,2.0,1,3,12,2,0,115,0,0,5,7,0,11,0,0.0,14,0.22,0.055377080674654446,False
AbstractGraphics,1.07,6,0,0.0,8,3,7,3.0,7,2,14,1,1010,216,4,0,21,21,2,29,0,0.0,31,0.22,0.22476907594516163,False
ChangeBar,1.36,5,0,0.07,6,2,2,2.5,2,2,13,1,1000,176,0,0,7,7,2,14,0,0.0,19,0.22,0.1428766409676436,False
PreprocessPresentationObject,1.83,0,0,0.5,4,0,0,2.0,0,3,5,0,0,117,0,0,11,3,0,6,0,0.0,11,0.22,0.037021858598193506,False
ObjectClassificationTriplet,1.8,2,0,1.0,3,0,0,0.0,1,2,4,1,0,183,1,0,16,1,0,5,0,0.0,9,0.22,0.35985353008851584,False
ListBlock,1.29,3,1,0.0,4,3,12,2.5,5,2,9,1,1000,151,0,0,11,12,0,17,0,0.0,22,0.2,0.047832698994974804,False
Leader,1.72,3,0,1.0,6,3,6,2.5,2,4,9,1,1000,178,0,0,10,12,0,18,0,0.0,31,0.2,0.250666383923912,False
InlineLevel,1.0,3,0,0.0,3,3,7,2.5,6,3,8,1,1000,81,0,0,8,8,5,11,0,0.0,11,0.2,0.04744052775848227,False
InitialPropertySet,1.14,1,0,0.0,3,0,0,2.0,2,2,3,1,0,72,0,0,2,4,0,7,0,0.0,8,0.2,0.047457965165260255,False
PageSequenceWrapper,1.43,1,0,0.0,2,0,0,2.0,0,2,2,1,0,66,0,0,2,4,0,7,0,0.0,10,0.2,0.23178124709600348,False
ImageDataDescriptor,1.0,0,0,1.0,3,1,1,0.0,0,4,3,0,0,67,0,0,4,1,0,3,0,0.0,3,0.2,0.335350260706084,False
ExtendedResourceLocalIdentifierTriplet,1.0,0,0,1.0,1,0,0,0.0,0,2,1,0,0,43,0,0,5,1,0,3,0,0.0,3,0.2,0.0827919103704665,False
SimpleSVGUserAgent,1.0,0,0,1.0,0,0,0,2.0,0,1,0,0,0,111,0,0,4,8,3,11,0,0.0,11,0.2,0.25395656629768765,False
PDFGraphicsDevice,1.0,0,0,1.0,0,0,0,2.0,0,1,0,0,0,64,0,0,1,4,0,6,0,0.0,6,0.2,0.259571706849883,False
PDFTextUtil,1.22,2,0,0.67,3,1,1,2.0,2,1,5,1,0,85,1,0,3,4,1,9,0,0.04,11,0.2,0.30344812065303733,False
LocalBreaker,1.53,10,2,0.32,10,2,2,2.5,1,1,21,5,10,133,1,0,7,7,2,17,0,0.02,26,0.2,0.21670741951778744,False
BestPageRecords,0.83,0,0,1.0,0,1,1,2.0,1,1,0,0,0,38,0,0,4,4,0,6,0,0.0,5,0.2,1,0
KnuthPageNode,1.0,0,0,1.0,0,1,1,2.0,1,1,0,0,0,45,1,0,6,0,0,2,4,1.0,2,0.2,1,0
Footnote,0.83,0,1,0.0,0,4,4,2.0,1,3,0,0,0,61,0,0,3,4,0,6,0,0.0,5,0.2,0.43342965502297576,False
FODimension,1.0,0,0,1.0,0,0,0,2.0,0,0,0,0,0,36,0,0,2,2,0,4,2,0.0,4,0.2,0.06390684523766788,False
LengthBase,2.12,2,0,1.0,6,2,2,2.5,2,0,9,2,1000,138,3,0,17,3,0,8,0,0.14,17,0.2,0.028169372759252322,False
BookmarkTitle,1.12,0,0,0.0,1,1,1,2.0,1,2,1,0,0,77,0,0,2,4,0,8,0,0.0,9,0.2,0.0269217409168006,False
GSUBLookupType,6.33,0,0,1.0,0,0,0,0.0,0,0,0,0,0,78,0,0,8,0,0,3,0,0.0,19,0.2,1,0
ArabicScriptProcessor,4.35,0,5,1.0,5,0,0,0.0,1,2,8,0,0,532,0,0,7,4,0,26,0,0.0,113,0.2,0.8182934142312315,False
DefaultScriptProcessor,3.29,0,1,1.0,2,0,0,2.5,1,1,6,0,0,123,0,0,2,4,7,7,0,0.0,23,0.2,0.2537022681612864,False
ImageWMF,1.0,0,0,1.0,0,1,1,0.0,0,1,0,0,0,39,0,0,3,2,0,4,0,0.0,4,0.2,0.10813431760551302,False
ListItemPosition,1.0,0,2,1.0,0,1,3,2.0,1,1,0,0,0,64,0,0,6,8,0,11,0,0.0,11,0.2,1,0
FoUnitsConverter,2.5,0,0,1.0,1,2,3,0.0,1,0,1,0,0,111,0,0,6,0,0,6,0,0.0,15,0.2,0.01672272213055028,False
RtfParagraphKeepTogether,1.5,0,2,0.33,0,0,0,0.0,0,2,0,0,0,58,0,0,4,1,0,4,0,0.0,6,0.2,0.0355555555555561,False
BorderManager,1.55,0,0,1.0,4,1,5,2.0,2,0,6,0,0,138,0,0,6,8,0,11,0,0.02,17,0.2,0.14296463678232832,False
RunTest,1.89,0,0,1.0,0,0,0,2.0,0,1,0,0,0,199,0,0,4,4,0,9,0,0.0,17,0.2,0.23494793006625242,False
AbstractPageNumberCitation,1.26,5,0,0.0,4,4,9,2.5,7,2,11,1,1000,166,0,0,12,13,2,19,0,0.0,24,0.19,0.28000142910905657,False
Shading,1.82,3,0,1.0,3,5,9,2.0,2,0,3,3,0,237,0,0,10,9,0,17,0,0.01,31,0.18,0.06840267462864695,False
ExternalDocument,1.11,4,0,0.0,3,1,1,2.5,2,3,7,1,1000,162,0,0,11,14,0,19,0,0.0,21,0.18,0.04733727810650944,False
BidiTestData,1.5,0,0,1.0,0,0,0,0.0,0,0,0,0,0,34,0,0,5,0,0,2,0,1.0,3,0.17,0.013101592883756724,False
ColorProfile,1.12,2,1,0.0,2,3,4,2.0,0,2,3,1,0,79,0,0,3,5,0,8,0,0.0,9,0.17,0.05226599575128387,False
CommonAbsolutePosition,1.0,2,0,1.0,3,0,0,2.0,1,0,8,1,0,56,0,0,5,0,0,2,5,1.0,2,0.17,0.023799745714750534,False
GraphicsSetLineType,1.0,0,0,1.0,0,0,0,0.0,1,2,0,0,0,70,1,0,11,2,0,5,0,0.0,5,0.17,0.08145009416195872,False
AFPFontAttributes,1.0,0,0,1.0,0,4,4,2.0,1,0,0,0,0,80,0,0,4,5,0,7,0,0.0,7,0.17,0.4725900713545915,False
FontControl,0.86,0,0,1.0,0,1,2,2.0,0,0,0,0,0,31,0,0,3,5,0,7,0,0.0,6,0.17,1,0
RelSide,1.0,0,0,1.0,0,1,1,0.0,1,0,0,0,0,32,0,0,5,1,0,3,0,0.0,3,0.17,0.04733727810650898,False
AbstractOffDocumentItem,0.5,0,0,1.0,0,1,2,0.0,0,0,0,0,0,44,0,0,5,1,2,2,0,0.0,1,0.17,1,0
KeepValue,1.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,43,0,0,5,2,0,4,0,0.0,4,0.17,0.022498999154332098,False
MappingRange,1.75,0,0,1.0,1,1,1,2.0,0,0,1,0,0,72,0,0,3,5,0,8,0,0.0,14,0.17,1,0
OFMtxEntry,1.05,0,0,1.0,1,7,24,2.0,0,0,1,0,0,169,0,0,8,15,0,19,0,0.0,20,0.17,0.25428437913822577,False
RtfList,1.14,0,0,0.0,4,5,8,2.0,3,2,4,0,0,80,1,0,7,5,0,7,0,0.0,8,0.17,0.06924602419740132,False
RtfListTable,1.5,6,2,0.33,4,2,2,0.0,3,2,6,4,1000,182,2,0,22,0,0,6,0,0.1,9,0.17,0.04818589176343723,False
Block,1.21,6,1,0.0,6,10,25,2.5,10,3,17,1,1000,316,2,0,33,31,0,39,0,0.0,47,0.16,1.4512471710740416,False
